route,depart_date,days_to_depart,base_price,historical_mean,weekday,month,demand_index,price
BOM-DXB,2026-03-24 09:42:47.864447,110,23500.0,22989.2,1,3,0.971,21430.0
BOM-LHR,2026-01-29 09:42:47.864447,56,80000.0,73930.43,3,1,1.03,87079.0
HYD-DEL,2025-12-27 09:42:47.864447,23,4000.0,3925.9,5,12,1.353,5284.0
BOM-DEL,2025-12-16 09:42:47.864447,12,4500.0,4237.36,1,12,1.481,6474.0
DEL-BOM,2026-03-02 09:42:47.864447,88,4500.0,4385.3,0,3,1.014,4833.0
DEL-CDG,2026-01-19 09:42:47.864447,46,82000.0,80009.62,0,1,1.111,78731.0
BOM-DEL,2025-12-14 09:42:47.864447,10,4500.0,4365.65,6,12,1.327,6288.0
BOM-LHR,2026-02-21 09:42:47.864447,79,80000.0,78530.22,5,2,1.02,85012.0
DEL-DXB,2026-01-13 09:42:47.864447,40,23000.0,23348.39,1,1,1.163,26622.0
DEL-JFK,2025-12-18 09:42:47.864447,14,150000.0,151725.92,3,12,1.36,165234.0
DEL-BKK,2026-03-19 09:42:47.864447,105,26000.0,25895.59,3,3,0.99,28739.0
DEL-HYD,2026-01-25 09:42:47.864447,52,4000.0,3831.15,6,1,1.081,3927.0
BOM-LHR,2026-01-23 09:42:47.864447,50,80000.0,74387.31,4,1,0.947,70332.0
GOA-DEL,2026-01-30 09:42:47.864447,57,5200.0,4641.88,4,1,1.096,5102.0
DEL-DXB,2026-01-11 09:42:47.864447,38,23000.0,22125.17,6,1,1.106,22586.0
DEL-GOA,2025-12-05 09:42:47.864447,1,5200.0,4703.06,4,12,1.525,9114.0
DEL-HYD,2026-02-25 09:42:47.864447,83,4000.0,4280.26,2,2,0.963,4185.0
MAA-SIN,2026-03-21 09:42:47.864447,107,43000.0,43745.95,5,3,1.017,43730.0
DEL-MAA,2026-03-20 09:42:47.864447,106,4800.0,4616.78,4,3,0.989,4546.0
MAA-DEL,2026-03-18 09:42:47.864447,104,4800.0,4625.57,2,3,1.038,4921.0
DEL-LHR,2026-03-20 09:42:47.864447,106,78000.0,80278.54,4,3,0.964,78885.0
DEL-SIN,2026-02-17 09:42:47.864447,75,42000.0,38407.37,1,2,0.982,45256.0
DEL-SIN,2026-03-16 09:42:47.864447,102,42000.0,41910.94,0,3,0.956,40400.0
DEL-SFO,2026-02-11 09:42:47.864447,69,155000.0,152561.67,2,2,0.966,157113.0
BOM-DXB,2026-03-02 09:42:47.864447,88,23500.0,20945.79,0,3,1.02,23665.0
GOA-DEL,2026-04-03 09:42:47.864447,120,5200.0,5536.47,4,4,1.071,5615.0
BOM-LHR,2025-12-09 09:42:47.864447,5,80000.0,76092.52,1,12,1.471,110724.0
DEL-GOA,2026-02-16 09:42:47.864447,74,5200.0,5253.1,0,2,1.065,4819.0
DEL-BOM,2026-02-01 09:42:47.864447,59,4500.0,4655.44,6,2,0.977,4685.0
DEL-DXB,2025-12-13 09:42:47.864447,9,23000.0,22186.13,5,12,1.418,31126.0
DEL-BLR,2026-02-20 09:42:47.864447,78,4200.0,3856.6,4,2,1.015,4906.0
DEL-CDG,2025-12-17 09:42:47.864447,13,82000.0,76713.26,2,12,1.433,119489.0
DEL-SFO,2026-01-07 09:42:47.864447,34,155000.0,158414.05,2,1,1.237,181455.0
DEL-DXB,2026-03-06 09:42:47.864447,92,23000.0,22910.98,4,3,0.985,21266.0
DEL-CDG,2026-03-16 09:42:47.864447,102,82000.0,86071.56,0,3,1.022,80716.0
DEL-JFK,2025-12-11 09:42:47.864447,7,150000.0,135489.92,3,12,1.426,198316.0
MAA-SIN,2026-03-04 09:42:47.864447,90,43000.0,43012.93,2,3,1.011,38540.0
DEL-GOA,2026-03-28 09:42:47.864447,114,5200.0,5142.5,5,3,1.038,5514.0
GOA-DEL,2025-12-16 09:42:47.864447,12,5200.0,5491.67,1,12,1.348,6966.0
BOM-LHR,2026-01-29 09:42:47.864447,56,80000.0,79979.28,3,1,1.043,93371.0
DEL-SFO,2025-12-18 09:42:47.864447,14,155000.0,152735.42,3,12,1.32,218725.0
BOM-LHR,2025-12-12 09:42:47.864447,8,80000.0,87026.31,4,12,1.484,126123.0
MAA-SIN,2025-12-23 09:42:47.864447,19,43000.0,42838.83,1,12,1.357,60933.0
HYD-DEL,2025-12-05 09:42:47.864447,1,4000.0,4135.13,4,12,1.516,5476.0
HYD-DEL,2026-02-06 09:42:47.864447,64,4000.0,3848.22,4,2,0.929,3838.0
DEL-JFK,2026-02-03 09:42:47.864447,61,150000.0,146846.64,1,2,0.999,129736.0
MAA-DEL,2026-03-22 09:42:47.864447,108,4800.0,4798.05,6,3,1.085,4668.0
DEL-GOA,2025-12-05 09:42:47.864447,1,5200.0,5074.11,4,12,1.466,6930.0
DEL-CDG,2025-12-05 09:42:47.864447,1,82000.0,77962.8,4,12,1.44,126242.0
DEL-HYD,2026-03-17 09:42:47.864447,103,4000.0,3946.24,1,3,1.045,4204.0
MAA-SIN,2026-03-02 09:42:47.864447,88,43000.0,45009.55,0,3,0.945,35963.0
BOM-DEL,2026-03-12 09:42:47.864447,98,4500.0,4501.84,3,3,1.003,5054.0
DEL-GOA,2026-03-20 09:42:47.864447,106,5200.0,5334.48,4,3,0.956,5240.0
MAA-DEL,2026-01-30 09:42:47.864447,57,4800.0,5086.99,4,1,1.057,4883.0
DEL-GOA,2026-01-11 09:42:47.864447,38,5200.0,5194.44,6,1,1.255,6006.0
DEL-GOA,2026-02-20 09:42:47.864447,78,5200.0,5001.87,4,2,1.077,5591.0
DEL-BKK,2026-03-01 09:42:47.864447,87,26000.0,27737.55,6,3,1.058,27679.0
DEL-GOA,2026-01-29 09:42:47.864447,56,5200.0,5350.95,3,1,1.044,5235.0
DEL-BKK,2026-02-24 09:42:47.864447,82,26000.0,25673.64,1,2,1.013,24948.0
DEL-BLR,2026-03-27 09:42:47.864447,113,4200.0,4057.01,4,3,1.012,4659.0
BOM-DXB,2026-02-10 09:42:47.864447,68,23500.0,23586.55,1,2,1.023,23910.0
BOM-DEL,2025-12-12 09:42:47.864447,8,4500.0,4666.11,4,12,1.457,6286.0
DEL-SFO,2026-02-27 09:42:47.864447,85,155000.0,148543.47,4,2,1.045,176462.0
DEL-GOA,2026-02-11 09:42:47.864447,69,5200.0,4881.39,2,2,0.924,5226.0
BOM-DXB,2026-03-16 09:42:47.864447,102,23500.0,23142.44,0,3,0.91,17199.0
DEL-LHR,2026-04-01 09:42:47.864447,118,78000.0,75693.89,2,4,0.993,81027.0
HYD-DEL,2026-02-26 09:42:47.864447,84,4000.0,4053.26,3,2,1.005,4028.0
DEL-JFK,2026-01-10 09:42:47.864447,37,150000.0,153027.04,5,1,1.186,179900.0
DEL-MAA,2026-01-15 09:42:47.864447,42,4800.0,4988.07,3,1,1.166,5863.0
BOM-LHR,2026-03-07 09:42:47.864447,93,80000.0,81061.94,5,3,1.03,82461.0
DEL-BKK,2026-03-16 09:42:47.864447,102,26000.0,25573.99,0,3,1.058,28360.0
DEL-LHR,2026-01-28 09:42:47.864447,55,78000.0,81623.39,2,1,0.94,83532.0
DEL-JFK,2026-03-19 09:42:47.864447,105,150000.0,147520.5,3,3,1.069,155919.0
HYD-DEL,2026-03-09 09:42:47.864447,95,4000.0,4031.98,0,3,1.042,4852.0
DEL-CDG,2026-03-17 09:42:47.864447,103,82000.0,77407.57,1,3,0.991,76631.0
MAA-SIN,2026-04-02 09:42:47.864447,119,43000.0,40869.87,3,4,0.945,35642.0
DEL-JFK,2026-01-18 09:42:47.864447,45,150000.0,161709.9,6,1,1.167,177917.0
BOM-DXB,2026-03-17 09:42:47.864447,103,23500.0,22998.81,1,3,1.013,30126.0
GOA-DEL,2026-02-26 09:42:47.864447,84,5200.0,5379.89,3,2,1.109,5746.0
DEL-BOM,2026-01-10 09:42:47.864447,37,4500.0,4526.93,5,1,1.151,5206.0
DEL-LHR,2025-12-23 09:42:47.864447,19,78000.0,77486.73,1,12,1.357,98525.0
GOA-DEL,2026-03-17 09:42:47.864447,103,5200.0,5321.13,1,3,0.963,4935.0
DEL-LHR,2026-03-27 09:42:47.864447,113,78000.0,76668.79,4,3,0.977,76028.0
MAA-DEL,2026-04-03 09:42:47.864447,120,4800.0,4956.13,4,4,0.993,4823.0
DEL-MAA,2026-01-06 09:42:47.864447,33,4800.0,4597.93,1,1,1.227,6221.0
DEL-GOA,2025-12-27 09:42:47.864447,23,5200.0,5438.42,5,12,1.337,6607.0
GOA-DEL,2026-01-10 09:42:47.864447,37,5200.0,4955.16,5,1,1.24,6804.0
DEL-BOM,2026-03-01 09:42:47.864447,87,4500.0,4804.37,6,3,0.881,3444.0
DEL-BOM,2025-12-29 09:42:47.864447,25,4500.0,4546.99,0,12,1.22,5341.0
DEL-SFO,2026-03-02 09:42:47.864447,88,155000.0,147982.76,0,3,0.972,144153.0
DEL-HYD,2026-01-24 09:42:47.864447,51,4000.0,4027.4,5,1,1.112,5010.0
DEL-GOA,2026-03-17 09:42:47.864447,103,5200.0,4964.01,1,3,0.99,4947.0
DEL-SIN,2026-03-09 09:42:47.864447,95,42000.0,40124.37,0,3,0.943,41106.0
DEL-LHR,2026-01-26 09:42:47.864447,53,78000.0,79564.19,0,1,0.972,77503.0
BOM-DEL,2025-12-06 09:42:47.864447,2,4500.0,4512.72,5,12,1.428,6953.0
DEL-BKK,2026-02-12 09:42:47.864447,70,26000.0,26018.07,3,2,0.932,24810.0
DEL-MAA,2025-12-12 09:42:47.864447,8,4800.0,4622.38,4,12,1.407,5945.0
DEL-LHR,2026-01-05 09:42:47.864447,32,78000.0,78625.21,0,1,1.242,109127.0
DEL-JFK,2026-01-04 09:42:47.864447,31,150000.0,130362.89,6,1,1.233,171421.0
DEL-JFK,2026-03-19 09:42:47.864447,105,150000.0,160883.96,3,3,1.053,155092.0
BLR-DEL,2025-12-16 09:42:47.864447,12,4200.0,4397.46,1,12,1.353,4541.0
DEL-BKK,2026-01-27 09:42:47.864447,54,26000.0,26392.26,1,1,1.115,26421.0
BLR-DEL,2026-03-26 09:42:47.864447,112,4200.0,4402.76,3,3,1.107,4758.0
HYD-DEL,2026-01-12 09:42:47.864447,39,4000.0,4242.89,0,1,1.133,4701.0
BOM-LHR,2026-01-26 09:42:47.864447,53,80000.0,82487.47,0,1,1.07,83119.0
DEL-MAA,2026-01-03 09:42:47.864447,30,4800.0,4388.56,5,1,1.231,5632.0
BOM-DXB,2025-12-06 09:42:47.864447,2,23500.0,22752.91,5,12,1.443,33327.0
MAA-DEL,2026-01-05 09:42:47.864447,32,4800.0,4909.85,0,1,1.194,5914.0
MAA-DEL,2026-01-30 09:42:47.864447,57,4800.0,4403.76,4,1,1.083,5523.0
DEL-BKK,2026-02-19 09:42:47.864447,77,26000.0,26053.58,3,2,0.999,25686.0
HYD-DEL,2026-02-01 09:42:47.864447,59,4000.0,4023.95,6,2,1.033,4694.0
MAA-DEL,2026-03-09 09:42:47.864447,95,4800.0,4453.96,0,3,1.03,4359.0
DEL-SFO,2026-03-05 09:42:47.864447,91,155000.0,170595.57,3,3,0.993,182675.0
BOM-DEL,2026-02-19 09:42:47.864447,77,4500.0,4194.82,3,2,1.055,5091.0
DEL-HYD,2026-01-30 09:42:47.864447,57,4000.0,4188.45,4,1,1.09,3268.0
HYD-DEL,2026-02-19 09:42:47.864447,77,4000.0,4318.95,3,2,0.989,3922.0
DEL-GOA,2025-12-25 09:42:47.864447,21,5200.0,5273.71,3,12,1.296,7190.0
DEL-CDG,2026-03-04 09:42:47.864447,90,82000.0,72076.4,2,3,0.94,88584.0
BLR-DEL,2026-02-15 09:42:47.864447,73,4200.0,4329.6,6,2,1.015,4075.0
DEL-BOM,2026-03-27 09:42:47.864447,113,4500.0,4683.46,4,3,0.94,4417.0
DEL-DXB,2026-03-22 09:42:47.864447,108,23000.0,22425.51,6,3,0.948,21318.0
DEL-BLR,2026-02-24 09:42:47.864447,82,4200.0,3967.03,1,2,1.18,4334.0
DEL-BKK,2025-12-19 09:42:47.864447,15,26000.0,25497.4,4,12,1.346,37086.0
GOA-DEL,2025-12-16 09:42:47.864447,12,5200.0,5426.89,1,12,1.416,7181.0
MAA-SIN,2026-01-05 09:42:47.864447,32,43000.0,47654.84,0,1,1.231,53339.0
BOM-DXB,2026-03-24 09:42:47.864447,110,23500.0,24741.42,1,3,0.98,24238.0
DEL-BOM,2026-01-13 09:42:47.864447,40,4500.0,4761.15,1,1,1.165,6165.0
HYD-DEL,2026-02-21 09:42:47.864447,79,4000.0,3850.7,5,2,0.946,3797.0
HYD-DEL,2026-03-15 09:42:47.864447,101,4000.0,3927.01,6,3,0.951,3777.0
HYD-DEL,2026-01-08 09:42:47.864447,35,4000.0,3646.46,3,1,1.232,5070.0
DEL-LHR,2026-02-17 09:42:47.864447,75,78000.0,74586.85,1,2,0.998,78226.0
DEL-SIN,2026-03-19 09:42:47.864447,105,42000.0,44616.61,3,3,0.898,38320.0
DEL-GOA,2026-02-16 09:42:47.864447,74,5200.0,5635.4,0,2,0.973,5016.0
DEL-DXB,2026-02-09 09:42:47.864447,67,23000.0,22241.0,0,2,0.979,22451.0
MAA-SIN,2025-12-30 09:42:47.864447,26,43000.0,43554.77,1,12,1.265,51673.0
BOM-DXB,2026-04-03 09:42:47.864447,120,23500.0,23678.44,4,4,1.004,24755.0
BLR-DEL,2026-02-05 09:42:47.864447,63,4200.0,4530.23,3,2,0.977,3891.0
DEL-CDG,2025-12-26 09:42:47.864447,22,82000.0,88263.68,4,12,1.331,110548.0
DEL-SIN,2026-02-25 09:42:47.864447,83,42000.0,48332.56,2,2,0.996,44274.0
DEL-BLR,2026-03-26 09:42:47.864447,112,4200.0,4270.84,3,3,0.925,3569.0
DEL-DXB,2025-12-12 09:42:47.864447,8,23000.0,24422.64,4,12,1.499,36146.0
DEL-BKK,2025-12-28 09:42:47.864447,24,26000.0,25314.76,6,12,1.276,32370.0
DEL-DXB,2026-03-03 09:42:47.864447,89,23000.0,23082.59,1,3,1.156,27609.0
MAA-DEL,2026-03-15 09:42:47.864447,101,4800.0,4963.96,6,3,0.964,5018.0
DEL-BLR,2026-03-11 09:42:47.864447,97,4200.0,4150.89,2,3,1.097,4511.0
BOM-LHR,2025-12-30 09:42:47.864447,26,80000.0,81070.29,1,12,1.248,97147.0
DEL-JFK,2026-01-19 09:42:47.864447,46,150000.0,160721.89,0,1,1.084,167147.0
MAA-DEL,2026-01-05 09:42:47.864447,32,4800.0,4867.67,0,1,1.399,6658.0
DEL-MAA,2026-01-01 09:42:47.864447,28,4800.0,4753.14,3,1,1.311,5715.0
BLR-DEL,2025-12-16 09:42:47.864447,12,4200.0,4365.56,1,12,1.375,6444.0
DEL-LHR,2026-01-18 09:42:47.864447,45,78000.0,77882.66,6,1,1.139,86321.0
MAA-DEL,2026-02-09 09:42:47.864447,67,4800.0,4831.49,0,2,0.936,3665.0
DEL-DXB,2026-04-01 09:42:47.864447,118,23000.0,22245.42,2,4,0.997,25474.0
DEL-SFO,2026-03-05 09:42:47.864447,91,155000.0,155633.66,3,3,0.963,148215.0
BOM-DXB,2025-12-13 09:42:47.864447,9,23500.0,23531.57,5,12,1.413,41590.0
DEL-JFK,2026-01-10 09:42:47.864447,37,150000.0,152497.18,5,1,1.155,163728.0
DEL-SIN,2026-03-03 09:42:47.864447,89,42000.0,39919.46,1,3,1.051,42479.0
DEL-SIN,2026-01-02 09:42:47.864447,29,42000.0,41625.8,4,1,1.169,53110.0
DEL-BLR,2026-03-01 09:42:47.864447,87,4200.0,4081.63,6,3,0.976,4464.0
BLR-DEL,2026-01-29 09:42:47.864447,56,4200.0,4443.92,3,1,1.166,6134.0
HYD-DEL,2026-03-12 09:42:47.864447,98,4000.0,4368.13,3,3,0.972,3990.0
DEL-BKK,2025-12-22 09:42:47.864447,18,26000.0,26942.29,0,12,1.288,33761.0
BOM-DEL,2026-03-08 09:42:47.864447,94,4500.0,4583.79,6,3,0.897,4410.0
MAA-DEL,2026-02-07 09:42:47.864447,65,4800.0,5048.17,5,2,0.999,4776.0
GOA-DEL,2026-03-28 09:42:47.864447,114,5200.0,5270.39,5,3,1.014,5211.0
HYD-DEL,2026-01-30 09:42:47.864447,57,4000.0,3909.7,4,1,0.982,3761.0
BOM-DEL,2026-02-25 09:42:47.864447,83,4500.0,4468.34,2,2,1.031,5185.0
HYD-DEL,2025-12-06 09:42:47.864447,2,4000.0,3889.18,5,12,1.5,6129.0
DEL-BOM,2026-02-18 09:42:47.864447,76,4500.0,4512.2,2,2,1.002,4406.0
DEL-CDG,2026-01-18 09:42:47.864447,45,82000.0,75049.34,6,1,1.183,101884.0
MAA-SIN,2025-12-06 09:42:47.864447,2,43000.0,42040.03,5,12,1.48,69739.0
BOM-DEL,2026-03-07 09:42:47.864447,93,4500.0,4859.02,5,3,0.895,3855.0
DEL-LHR,2026-03-07 09:42:47.864447,93,78000.0,77916.45,5,3,1.017,76209.0
MAA-SIN,2026-03-09 09:42:47.864447,95,43000.0,42550.1,0,3,0.904,40938.0
DEL-GOA,2026-02-27 09:42:47.864447,85,5200.0,5415.46,4,2,1.067,6228.0
BOM-LHR,2025-12-25 09:42:47.864447,21,80000.0,76622.9,3,12,1.331,96663.0
DEL-BKK,2026-02-06 09:42:47.864447,64,26000.0,25104.76,4,2,0.987,22679.0
MAA-SIN,2026-01-01 09:42:47.864447,28,43000.0,45060.35,3,1,1.261,53268.0
DEL-DXB,2026-03-30 09:42:47.864447,116,23000.0,21254.88,0,3,1.044,21386.0
HYD-DEL,2026-01-13 09:42:47.864447,40,4000.0,3790.98,1,1,1.18,4311.0
DEL-BLR,2026-02-02 09:42:47.864447,60,4200.0,4266.97,0,2,1.007,4244.0
DEL-SIN,2026-03-20 09:42:47.864447,106,42000.0,40641.7,4,3,0.873,42310.0
GOA-DEL,2026-01-28 09:42:47.864447,55,5200.0,5151.17,2,1,1.04,5301.0
DEL-BKK,2025-12-22 09:42:47.864447,18,26000.0,27800.08,0,12,1.357,29868.0
DEL-SFO,2025-12-16 09:42:47.864447,12,155000.0,150644.7,1,12,1.365,219463.0
BOM-DEL,2026-03-10 09:42:47.864447,96,4500.0,4115.04,1,3,1.005,3799.0
DEL-BKK,2026-01-05 09:42:47.864447,32,26000.0,23327.68,0,1,1.173,28621.0
DEL-DXB,2026-02-01 09:42:47.864447,59,23000.0,22543.78,6,2,0.921,23105.0
BOM-DXB,2025-12-27 09:42:47.864447,23,23500.0,24543.35,5,12,1.342,33711.0
DEL-DXB,2025-12-31 09:42:47.864447,27,23000.0,22669.36,2,12,1.233,31039.0
BLR-DEL,2025-12-31 09:42:47.864447,27,4200.0,4030.38,2,12,1.28,5186.0
DEL-LHR,2026-01-08 09:42:47.864447,35,78000.0,80300.18,3,1,1.224,89325.0
DEL-BLR,2026-03-11 09:42:47.864447,97,4200.0,4254.23,2,3,1.053,4650.0
DEL-LHR,2026-02-23 09:42:47.864447,81,78000.0,80346.95,0,2,0.926,75854.0
GOA-DEL,2026-01-08 09:42:47.864447,35,5200.0,5728.71,3,1,1.221,5878.0
DEL-CDG,2026-03-25 09:42:47.864447,111,82000.0,68730.46,2,3,0.96,88874.0
GOA-DEL,2026-02-15 09:42:47.864447,73,5200.0,5008.82,6,2,0.984,4675.0
DEL-BKK,2026-03-20 09:42:47.864447,106,26000.0,25314.26,4,3,0.979,26700.0
DEL-BLR,2026-02-23 09:42:47.864447,81,4200.0,4063.06,0,2,0.862,3385.0
DEL-JFK,2026-01-13 09:42:47.864447,40,150000.0,152404.91,1,1,1.168,183251.0
DEL-BKK,2026-03-19 09:42:47.864447,105,26000.0,26855.78,3,3,1.026,28181.0
DEL-MAA,2026-02-16 09:42:47.864447,74,4800.0,4995.12,0,2,0.917,4612.0
DEL-SIN,2026-01-31 09:42:47.864447,58,42000.0,43401.24,5,1,1.057,44275.0
DEL-BOM,2026-02-05 09:42:47.864447,63,4500.0,4739.29,3,2,0.969,3975.0
BOM-LHR,2026-01-13 09:42:47.864447,40,80000.0,75607.86,1,1,1.197,102556.0
DEL-SFO,2026-01-21 09:42:47.864447,48,155000.0,157679.08,2,1,1.111,169707.0
DEL-SFO,2026-01-09 09:42:47.864447,36,155000.0,159800.94,4,1,1.218,175052.0
DEL-JFK,2026-01-19 09:42:47.864447,46,150000.0,159796.84,0,1,1.114,174673.0
DEL-SIN,2026-02-20 09:42:47.864447,78,42000.0,37946.24,4,2,0.989,36630.0
DEL-DXB,2026-01-27 09:42:47.864447,54,23000.0,22294.68,1,1,1.077,26836.0
DEL-BKK,2026-03-29 09:42:47.864447,115,26000.0,24196.69,6,3,0.96,20614.0
DEL-LHR,2026-01-16 09:42:47.864447,43,78000.0,77688.84,4,1,1.156,88474.0
DEL-BOM,2026-03-12 09:42:47.864447,98,4500.0,4441.49,3,3,1.025,4947.0
BOM-LHR,2026-03-20 09:42:47.864447,106,80000.0,78111.09,4,3,0.93,71280.0
DEL-BKK,2026-02-26 09:42:47.864447,84,26000.0,25544.4,3,2,0.981,20958.0
DEL-DXB,2026-01-13 09:42:47.864447,40,23000.0,23105.46,1,1,1.136,27782.0
DEL-SIN,2026-02-12 09:42:47.864447,70,42000.0,39275.1,3,2,1.025,39467.0
DEL-GOA,2026-03-24 09:42:47.864447,110,5200.0,5600.54,1,3,0.938,4518.0
MAA-DEL,2026-02-21 09:42:47.864447,79,4800.0,4906.06,5,2,1.02,4493.0
BOM-DXB,2026-01-01 09:42:47.864447,28,23500.0,21800.54,3,1,1.281,28510.0
DEL-BOM,2025-12-23 09:42:47.864447,19,4500.0,4854.69,1,12,1.313,6443.0
MAA-DEL,2026-03-13 09:42:47.864447,99,4800.0,4660.93,4,3,0.984,4153.0
HYD-DEL,2026-02-21 09:42:47.864447,79,4000.0,4029.99,5,2,0.931,3882.0
MAA-SIN,2026-02-07 09:42:47.864447,65,43000.0,47961.75,5,2,0.928,45569.0
DEL-HYD,2026-03-09 09:42:47.864447,95,4000.0,3610.97,0,3,1.033,3876.0
DEL-SIN,2026-01-01 09:42:47.864447,28,42000.0,39870.39,3,1,1.331,52343.0
DEL-BKK,2026-01-19 09:42:47.864447,46,26000.0,22790.44,0,1,1.135,27578.0
HYD-DEL,2026-02-08 09:42:47.864447,66,4000.0,3683.55,6,2,0.964,4210.0
DEL-CDG,2025-12-28 09:42:47.864447,24,82000.0,83691.02,6,12,1.239,102615.0
DEL-BKK,2026-01-07 09:42:47.864447,34,26000.0,24759.35,2,1,1.202,29124.0
GOA-DEL,2026-03-11 09:42:47.864447,97,5200.0,5275.01,2,3,1.02,5398.0
DEL-BLR,2025-12-14 09:42:47.864447,10,4200.0,4149.88,6,12,1.39,5654.0
DEL-BOM,2026-03-11 09:42:47.864447,97,4500.0,4500.9,2,3,0.88,3977.0
DEL-SIN,2026-01-22 09:42:47.864447,49,42000.0,39142.48,3,1,1.09,48377.0
DEL-BOM,2025-12-10 09:42:47.864447,6,4500.0,4280.42,2,12,1.4,6336.0
BOM-LHR,2026-01-13 09:42:47.864447,40,80000.0,81473.97,1,1,1.188,97224.0
DEL-SFO,2026-02-04 09:42:47.864447,62,155000.0,137408.83,2,2,0.943,147705.0
MAA-DEL,2025-12-20 09:42:47.864447,16,4800.0,4966.03,5,12,1.34,6071.0
MAA-DEL,2025-12-29 09:42:47.864447,25,4800.0,4951.17,0,12,1.198,6185.0
MAA-SIN,2026-03-19 09:42:47.864447,105,43000.0,42849.86,3,3,1.069,46440.0
HYD-DEL,2026-01-24 09:42:47.864447,51,4000.0,3987.63,5,1,1.097,4810.0
BOM-DXB,2026-01-03 09:42:47.864447,30,23500.0,23075.24,5,1,1.204,28549.0
DEL-BOM,2025-12-19 09:42:47.864447,15,4500.0,4627.4,4,12,1.331,6025.0
DEL-HYD,2025-12-16 09:42:47.864447,12,4000.0,4128.33,1,12,1.418,5351.0
DEL-GOA,2026-02-22 09:42:47.864447,80,5200.0,5321.08,6,2,0.902,4806.0
BOM-DXB,2025-12-10 09:42:47.864447,6,23500.0,25047.29,2,12,1.46,36263.0
MAA-DEL,2025-12-29 09:42:47.864447,25,4800.0,4545.78,0,12,1.26,6057.0
MAA-DEL,2026-03-01 09:42:47.864447,87,4800.0,5256.38,6,3,0.954,4520.0
DEL-HYD,2026-03-22 09:42:47.864447,108,4000.0,4085.64,6,3,1.023,4089.0
DEL-JFK,2026-03-20 09:42:47.864447,106,150000.0,146810.19,4,3,0.961,155643.0
DEL-BKK,2026-01-10 09:42:47.864447,37,26000.0,25938.98,5,1,1.148,28704.0
DEL-JFK,2025-12-24 09:42:47.864447,20,150000.0,148101.83,2,12,1.406,204222.0
DEL-BKK,2026-01-19 09:42:47.864447,46,26000.0,27313.35,0,1,1.143,31983.0
BLR-DEL,2026-02-14 09:42:47.864447,72,4200.0,4048.26,5,2,0.996,3989.0
DEL-SFO,2025-12-26 09:42:47.864447,22,155000.0,153572.76,4,12,1.335,197414.0
DEL-GOA,2025-12-18 09:42:47.864447,14,5200.0,5560.87,3,12,1.427,8003.0
DEL-DXB,2025-12-13 09:42:47.864447,9,23000.0,23339.09,5,12,1.481,34322.0
DEL-HYD,2026-01-14 09:42:47.864447,41,4000.0,3879.54,2,1,1.195,5315.0
BOM-DEL,2025-12-13 09:42:47.864447,9,4500.0,4142.0,5,12,1.417,6368.0
DEL-SIN,2026-01-08 09:42:47.864447,35,42000.0,45805.52,3,1,1.23,44768.0
DEL-BKK,2025-12-26 09:42:47.864447,22,26000.0,27066.18,4,12,1.256,31048.0
GOA-DEL,2026-01-28 09:42:47.864447,55,5200.0,4834.32,2,1,0.909,5157.0
DEL-SIN,2025-12-17 09:42:47.864447,13,42000.0,46390.23,2,12,1.384,61631.0
DEL-GOA,2025-12-06 09:42:47.864447,2,5200.0,5543.14,5,12,1.47,9120.0
DEL-GOA,2026-03-09 09:42:47.864447,95,5200.0,4912.76,0,3,0.971,5724.0
BLR-DEL,2026-01-14 09:42:47.864447,41,4200.0,4265.9,2,1,1.059,4565.0
BOM-DXB,2026-03-05 09:42:47.864447,91,23500.0,24486.57,3,3,0.947,21418.0
MAA-SIN,2025-12-22 09:42:47.864447,18,43000.0,42084.97,0,12,1.325,55827.0
DEL-SIN,2026-03-04 09:42:47.864447,90,42000.0,45475.17,2,3,1.055,46576.0
BOM-DXB,2026-02-01 09:42:47.864447,59,23500.0,23671.25,6,2,1.044,23220.0
DEL-HYD,2026-03-29 09:42:47.864447,115,4000.0,4097.5,6,3,0.994,4121.0
BOM-DEL,2026-03-07 09:42:47.864447,93,4500.0,4529.48,5,3,0.94,4175.0
DEL-BOM,2026-03-04 09:42:47.864447,90,4500.0,4751.97,2,3,1.012,5181.0
DEL-BLR,2026-01-06 09:42:47.864447,33,4200.0,4134.22,1,1,1.26,5587.0
DEL-BLR,2026-01-14 09:42:47.864447,41,4200.0,4531.0,2,1,1.134,4712.0
DEL-BOM,2026-01-06 09:42:47.864447,33,4500.0,4563.52,1,1,1.304,5836.0
DEL-SFO,2026-02-10 09:42:47.864447,68,155000.0,138641.51,1,2,0.963,140996.0
DEL-JFK,2026-03-02 09:42:47.864447,88,150000.0,142751.07,0,3,0.949,151436.0
BLR-DEL,2026-03-22 09:42:47.864447,108,4200.0,4557.8,6,3,1.0,3685.0
BOM-DXB,2026-01-31 09:42:47.864447,58,23500.0,23196.65,5,1,1.029,23927.0
DEL-LHR,2026-03-15 09:42:47.864447,101,78000.0,82363.42,6,3,0.964,75534.0
DEL-GOA,2025-12-13 09:42:47.864447,9,5200.0,5469.76,5,12,1.439,7538.0
DEL-DXB,2026-02-05 09:42:47.864447,63,23000.0,24183.72,3,2,0.998,19209.0
DEL-SIN,2026-02-14 09:42:47.864447,72,42000.0,41491.24,5,2,1.037,43278.0
