route,depart_date,base_price,price,historical_mean,demand_index
DEL-SFO,2025-02-11T00:00:00,155000,163471.0,153026.8,1.03
DEL-GOA,2025-01-04T00:00:00,5200,5912.0,5135.18,1.134
BOM-DXB,2025-01-30T00:00:00,23500,25301.0,23934.7,0.972
DEL-DXB,2025-03-16T00:00:00,23000,22036.0,22540.02,0.966
BOM-DXB,2025-01-05T00:00:00,23500,27088.0,23934.7,1.014
DEL-BLR,2025-03-02T00:00:00,4200,4507.0,4259.57,1.061
DEL-BKK,2025-03-05T00:00:00,26000,25792.0,26199.07,0.912
DEL-BLR,2025-04-03T00:00:00,4200,4275.0,4259.57,0.979
DEL-GOA,2025-03-08T00:00:00,5200,4774.0,5135.18,0.92
DEL-BOM,2025-03-22T00:00:00,4500,5128.0,4474.38,1.026
DEL-SIN,2025-01-14T00:00:00,42000,38964.0,41912.03,0.946
BOM-DEL,2025-03-01T00:00:00,4500,4865.0,4573.91,1.031
DEL-SIN,2025-01-29T00:00:00,42000,39638.0,41912.03,0.969
DEL-SIN,2025-03-11T00:00:00,42000,39675.0,41912.03,0.949
HYD-DEL,2025-02-17T00:00:00,4000,4238.0,3959.32,1.053
DEL-LHR,2025-01-22T00:00:00,78000,83216.0,78809.47,0.99
BLR-DEL,2025-01-11T00:00:00,4200,4094.0,4167.2,0.938
DEL-BLR,2025-02-12T00:00:00,4200,4562.0,4259.57,1.073
BLR-DEL,2025-01-26T00:00:00,4200,4212.0,4167.2,0.962
DEL-BOM,2025-01-05T00:00:00,4500,5166.0,4474.38,1.094
DEL-BLR,2025-02-22T00:00:00,4200,4262.0,4259.57,0.925
MAA-DEL,2025-02-15T00:00:00,4800,5203.0,4719.36,1.077
DEL-BLR,2025-03-10T00:00:00,4200,4161.0,4259.57,1.052
DEL-CDG,2025-02-10T00:00:00,82000,80810.0,81879.47,1.054
DEL-LHR,2025-02-17T00:00:00,78000,83089.0,78809.47,1.054
BLR-DEL,2025-03-25T00:00:00,4200,5082.0,4167.2,1.172
BLR-DEL,2025-02-07T00:00:00,4200,4859.0,4167.2,1.115
HYD-DEL,2025-04-10T00:00:00,4000,4490.0,3959.32,1.057
GOA-DEL,2025-04-07T00:00:00,5200,4922.0,5301.36,1.009
BLR-DEL,2025-02-02T00:00:00,4200,4155.0,4167.2,0.926
DEL-BLR,2025-03-22T00:00:00,4200,4311.0,4259.57,1.023
DEL-SFO,2025-03-28T00:00:00,155000,153684.0,153026.8,0.946
DEL-LHR,2025-02-10T00:00:00,78000,84901.0,78809.47,1.076
MAA-DEL,2025-02-11T00:00:00,4800,4585.0,4719.36,1.049
BOM-LHR,2025-03-10T00:00:00,80000,76115.0,78553.85,0.982
DEL-HYD,2025-03-25T00:00:00,4000,3219.0,3948.02,0.871
BLR-DEL,2025-03-07T00:00:00,4200,4371.0,4167.2,0.944
DEL-BOM,2025-02-18T00:00:00,4500,4388.0,4474.38,0.963
DEL-MAA,2025-02-16T00:00:00,4800,5223.0,4731.56,1.014
DEL-LHR,2025-01-15T00:00:00,78000,82780.0,78809.47,0.985
HYD-DEL,2025-02-28T00:00:00,4000,4619.0,3959.32,1.028
DEL-BKK,2025-01-12T00:00:00,26000,29100.0,26199.07,0.982
DEL-BLR,2025-04-08T00:00:00,4200,3541.0,4259.57,0.932
DEL-SFO,2025-03-15T00:00:00,155000,154300.0,153026.8,1.002
GOA-DEL,2025-02-07T00:00:00,5200,5994.0,5301.36,1.007
DEL-BKK,2025-02-25T00:00:00,26000,27364.0,26199.07,1.02
BLR-DEL,2025-01-03T00:00:00,4200,4556.0,4167.2,1.029
DEL-MAA,2025-02-04T00:00:00,4800,5319.0,4731.56,1.085
DEL-BLR,2025-03-16T00:00:00,4200,5115.0,4259.57,1.109
DEL-CDG,2025-04-02T00:00:00,82000,75917.0,81879.47,0.973
DEL-BKK,2025-02-04T00:00:00,26000,27867.0,26199.07,1.029
DEL-HYD,2025-01-19T00:00:00,4000,3640.0,3948.02,0.912
DEL-CDG,2025-01-12T00:00:00,82000,96777.0,81879.47,1.092
BOM-LHR,2025-03-12T00:00:00,80000,88914.0,78553.85,1.096
BOM-LHR,2025-01-21T00:00:00,80000,87299.0,78553.85,1.134
GOA-DEL,2025-03-04T00:00:00,5200,4781.0,5301.36,0.933
DEL-HYD,2025-03-31T00:00:00,4000,4072.0,3948.02,1.109
BOM-DEL,2025-03-30T00:00:00,4500,5244.0,4573.91,1.075
DEL-BOM,2025-02-05T00:00:00,4500,4412.0,4474.38,0.99
DEL-LHR,2025-01-07T00:00:00,78000,87060.0,78809.47,1.018
DEL-BOM,2025-03-09T00:00:00,4500,5031.0,4474.38,0.942
DEL-SIN,2025-03-29T00:00:00,42000,43689.0,41912.03,1.046
BLR-DEL,2025-01-18T00:00:00,4200,4196.0,4167.2,0.942
BOM-LHR,2025-01-07T00:00:00,80000,82237.0,78553.85,1.019
DEL-GOA,2025-03-15T00:00:00,5200,5505.0,5135.18,1.091
DEL-BOM,2025-02-19T00:00:00,4500,4448.0,4474.38,0.969
MAA-SIN,2025-02-22T00:00:00,43000,37058.0,43609.84,0.863
DEL-SFO,2025-04-05T00:00:00,155000,163253.0,153026.8,1.016
DEL-BLR,2025-04-05T00:00:00,4200,3948.0,4259.57,0.914
DEL-BLR,2025-02-03T00:00:00,4200,4293.0,4259.57,1.029
MAA-SIN,2025-03-05T00:00:00,43000,46696.0,43609.84,1.068
BOM-LHR,2025-03-09T00:00:00,80000,74952.0,78553.85,0.938
DEL-MAA,2025-02-18T00:00:00,4800,4700.0,4731.56,0.971
GOA-DEL,2025-01-17T00:00:00,5200,6636.0,5301.36,1.134
DEL-JFK,2025-01-10T00:00:00,150000,164696.0,148984.21,0.995
DEL-LHR,2025-01-18T00:00:00,78000,73423.0,78809.47,0.855
DEL-BLR,2025-01-01T00:00:00,4200,6371.0,4259.57,1.052
BOM-DXB,2025-03-17T00:00:00,23500,30014.0,23934.7,0.992
DEL-SIN,2025-01-02T00:00:00,42000,42181.0,41912.03,0.985
DEL-SIN,2025-01-09T00:00:00,42000,44091.0,41912.03,1.099
DEL-BKK,2025-01-27T00:00:00,26000,34563.0,26199.07,1.236
DEL-BLR,2025-03-24T00:00:00,4200,3746.0,4259.57,0.905
DEL-BKK,2025-03-30T00:00:00,26000,32924.0,26199.07,1.112
DEL-GOA,2025-03-18T00:00:00,5200,5255.0,5135.18,1.059
DEL-SFO,2025-01-21T00:00:00,155000,161337.0,153026.8,1.034
DEL-DXB,2025-02-16T00:00:00,23000,24277.0,22540.02,1.079
GOA-DEL,2025-03-12T00:00:00,5200,5466.0,5301.36,1.071
DEL-SFO,2025-02-16T00:00:00,155000,138368.0,153026.8,0.903
DEL-BKK,2025-03-22T00:00:00,26000,29808.0,26199.07,1.052
DEL-LHR,2025-03-22T00:00:00,78000,87773.0,78809.47,1.059
MAA-SIN,2025-03-30T00:00:00,43000,34174.0,43609.84,0.801
DEL-MAA,2025-01-05T00:00:00,4800,4386.0,4731.56,0.92
DEL-CDG,2025-01-28T00:00:00,82000,85003.0,81879.47,1.098
DEL-BKK,2025-04-09T00:00:00,26000,25442.0,26199.07,0.97
BOM-DXB,2025-02-10T00:00:00,23500,28474.0,23934.7,1.098
BLR-DEL,2025-01-05T00:00:00,4200,3770.0,4167.2,0.89
DEL-GOA,2025-03-30T00:00:00,5200,5071.0,5135.18,0.974
BOM-DXB,2025-01-06T00:00:00,23500,21884.0,23934.7,0.906
HYD-DEL,2025-01-27T00:00:00,4000,3734.0,3959.32,0.928
DEL-BLR,2025-03-04T00:00:00,4200,4036.0,4259.57,0.936
HYD-DEL,2025-02-22T00:00:00,4000,4595.0,3959.32,1.084
BOM-DXB,2025-02-23T00:00:00,23500,27451.0,23934.7,1.027
DEL-BOM,2025-01-24T00:00:00,4500,4625.0,4474.38,0.991
BLR-DEL,2025-02-15T00:00:00,4200,4700.0,4167.2,1.035
DEL-DXB,2025-03-30T00:00:00,23000,23167.0,22540.02,0.971
BOM-DEL,2025-03-15T00:00:00,4500,4318.0,4573.91,0.875
MAA-SIN,2025-01-21T00:00:00,43000,38945.0,43609.84,0.833
DEL-SIN,2025-02-12T00:00:00,42000,39081.0,41912.03,0.976
DEL-JFK,2025-01-27T00:00:00,150000,164184.0,148984.21,1.034
MAA-SIN,2025-04-05T00:00:00,43000,41777.0,43609.84,0.953
BOM-LHR,2025-01-02T00:00:00,80000,90356.0,78553.85,1.095
DEL-BKK,2025-03-12T00:00:00,26000,26607.0,26199.07,0.985
DEL-BLR,2025-01-10T00:00:00,4200,5118.0,4259.57,1.117
DEL-MAA,2025-02-19T00:00:00,4800,4260.0,4731.56,0.855
GOA-DEL,2025-01-09T00:00:00,5200,5891.0,5301.36,1.025
DEL-BOM,2025-02-25T00:00:00,4500,4894.0,4474.38,1.042
HYD-DEL,2025-03-24T00:00:00,4000,3985.0,3959.32,0.974
BOM-DEL,2025-03-31T00:00:00,4500,4632.0,4573.91,1.008
DEL-HYD,2025-01-09T00:00:00,4000,3833.0,3948.02,0.948
DEL-HYD,2025-01-25T00:00:00,4000,3542.0,3948.02,0.901
DEL-CDG,2025-01-04T00:00:00,82000,89778.0,81879.47,1.013
DEL-BKK,2025-02-02T00:00:00,26000,27720.0,26199.07,0.982
DEL-MAA,2025-03-02T00:00:00,4800,4897.0,4731.56,0.902
DEL-BKK,2025-03-11T00:00:00,26000,28159.0,26199.07,0.993
DEL-CDG,2025-03-01T00:00:00,82000,85241.0,81879.47,1.012
DEL-SIN,2025-03-10T00:00:00,42000,43596.0,41912.03,1.121
DEL-HYD,2025-02-28T00:00:00,4000,4106.0,3948.02,1.051
MAA-DEL,2025-01-02T00:00:00,4800,4584.0,4719.36,1.003
GOA-DEL,2025-02-09T00:00:00,5200,5095.0,5301.36,0.943
DEL-JFK,2025-02-19T00:00:00,150000,184138.0,148984.21,1.152
HYD-DEL,2025-03-10T00:00:00,4000,3773.0,3959.32,0.979
GOA-DEL,2025-02-01T00:00:00,5200,6884.0,5301.36,1.165
MAA-DEL,2025-02-09T00:00:00,4800,5564.0,4719.36,1.167
DEL-BKK,2025-01-02T00:00:00,26000,25597.0,26199.07,0.954
DEL-GOA,2025-04-08T00:00:00,5200,5627.0,5135.18,1.164
BOM-DXB,2025-04-03T00:00:00,23500,28144.0,23934.7,1.178
BOM-DXB,2025-03-18T00:00:00,23500,23593.0,23934.7,0.994
DEL-SIN,2025-02-15T00:00:00,42000,48659.0,41912.03,1.146
DEL-DXB,2025-02-01T00:00:00,23000,22935.0,22540.02,0.974
BOM-DEL,2025-03-14T00:00:00,4500,5781.0,4573.91,1.158
DEL-GOA,2025-03-09T00:00:00,5200,4701.0,5135.18,0.843
DEL-LHR,2025-01-26T00:00:00,78000,75901.0,78809.47,0.897
BOM-DEL,2025-02-27T00:00:00,4500,4437.0,4573.91,0.92
DEL-HYD,2025-03-09T00:00:00,4000,4434.0,3948.02,1.076
GOA-DEL,2025-03-25T00:00:00,5200,4034.0,5301.36,0.811
GOA-DEL,2025-02-05T00:00:00,5200,5263.0,5301.36,0.986
DEL-DXB,2025-02-05T00:00:00,23000,20784.0,22540.02,0.982
DEL-HYD,2025-03-12T00:00:00,4000,3423.0,3948.02,0.928
DEL-LHR,2025-01-25T00:00:00,78000,79237.0,78809.47,0.942
MAA-SIN,2025-03-28T00:00:00,43000,45045.0,43609.84,1.015
DEL-LHR,2025-01-24T00:00:00,78000,101554.0,78809.47,1.132
MAA-SIN,2025-04-01T00:00:00,43000,41960.0,43609.84,1.005
BOM-LHR,2025-02-12T00:00:00,80000,83073.0,78553.85,1.056
DEL-BKK,2025-02-22T00:00:00,26000,28145.0,26199.07,1.0
BOM-LHR,2025-04-04T00:00:00,80000,86524.0,78553.85,1.012
DEL-CDG,2025-02-19T00:00:00,82000,77472.0,81879.47,1.0
DEL-BKK,2025-02-06T00:00:00,26000,28729.0,26199.07,1.034
HYD-DEL,2025-03-27T00:00:00,4000,3775.0,3959.32,0.943
DEL-BLR,2025-03-21T00:00:00,4200,4099.0,4259.57,0.946
DEL-SIN,2025-03-14T00:00:00,42000,35887.0,41912.03,0.86
HYD-DEL,2025-01-15T00:00:00,4000,3755.0,3959.32,0.919
DEL-BKK,2025-03-27T00:00:00,26000,29654.0,26199.07,1.056
DEL-GOA,2025-03-13T00:00:00,5200,4208.0,5135.18,0.93
DEL-LHR,2025-02-01T00:00:00,78000,93462.0,78809.47,1.084
DEL-BLR,2025-02-27T00:00:00,4200,4273.0,4259.57,1.038
BLR-DEL,2025-02-03T00:00:00,4200,3268.0,4167.2,0.8
DEL-SIN,2025-02-10T00:00:00,42000,36177.0,41912.03,0.913
DEL-HYD,2025-02-03T00:00:00,4000,3939.0,3948.02,1.056
BOM-LHR,2025-03-26T00:00:00,80000,85143.0,78553.85,1.034
HYD-DEL,2025-01-24T00:00:00,4000,4802.0,3959.32,1.097
DEL-BKK,2025-01-15T00:00:00,26000,30643.0,26199.07,1.159
MAA-DEL,2025-01-05T00:00:00,4800,5065.0,4719.36,1.032
DEL-CDG,2025-03-16T00:00:00,82000,84647.0,81879.47,1.0
BOM-DEL,2025-02-17T00:00:00,4500,4022.0,4573.91,0.86
BOM-DEL,2025-03-28T00:00:00,4500,5026.0,4573.91,0.997
DEL-DXB,2025-01-25T00:00:00,23000,24909.0,22540.02,1.083
HYD-DEL,2025-04-05T00:00:00,4000,4429.0,3959.32,0.989
HYD-DEL,2025-01-29T00:00:00,4000,3868.0,3959.32,0.963
DEL-JFK,2025-04-03T00:00:00,150000,155108.0,148984.21,0.951
DEL-MAA,2025-03-17T00:00:00,4800,6695.0,4731.56,1.067
MAA-SIN,2025-03-12T00:00:00,43000,46019.0,43609.84,1.034
MAA-SIN,2025-02-17T00:00:00,43000,49546.0,43609.84,1.166
DEL-LHR,2025-03-23T00:00:00,78000,67217.0,78809.47,0.867
DEL-GOA,2025-02-22T00:00:00,5200,4919.0,5135.18,0.971
BLR-DEL,2025-03-14T00:00:00,4200,4578.0,4167.2,0.947
DEL-SIN,2025-02-19T00:00:00,42000,35084.0,41912.03,0.911
DEL-BLR,2025-02-08T00:00:00,4200,4266.0,4259.57,1.007
GOA-DEL,2025-01-14T00:00:00,5200,5227.0,5301.36,0.989
DEL-BLR,2025-04-01T00:00:00,4200,4216.0,4259.57,1.022
DEL-SFO,2025-02-06T00:00:00,155000,168614.0,153026.8,1.054
DEL-BKK,2025-01-06T00:00:00,26000,29294.0,26199.07,1.07
HYD-DEL,2025-03-17T00:00:00,4000,4598.0,3959.32,0.88
BOM-DXB,2025-02-21T00:00:00,23500,24419.0,23934.7,0.935
DEL-JFK,2025-03-31T00:00:00,150000,151624.0,148984.21,0.922
DEL-DXB,2025-04-04T00:00:00,23000,23644.0,22540.02,0.945
DEL-SIN,2025-02-25T00:00:00,42000,41860.0,41912.03,1.1
DEL-CDG,2025-03-23T00:00:00,82000,74580.0,81879.47,0.921
DEL-SFO,2025-02-28T00:00:00,155000,163834.0,153026.8,1.006
DEL-MAA,2025-04-10T00:00:00,4800,5158.0,4731.56,1.042
BOM-DEL,2025-02-08T00:00:00,4500,5066.0,4573.91,0.971
DEL-SIN,2025-03-30T00:00:00,42000,45198.0,41912.03,1.09
DEL-BLR,2025-01-29T00:00:00,4200,4508.0,4259.57,1.027
DEL-BKK,2025-01-18T00:00:00,26000,27190.0,26199.07,1.002
BOM-DXB,2025-04-10T00:00:00,23500,21883.0,23934.7,0.912
DEL-JFK,2025-01-21T00:00:00,150000,151938.0,148984.21,0.954
DEL-HYD,2025-02-15T00:00:00,4000,4201.0,3948.02,0.984
BLR-DEL,2025-03-11T00:00:00,4200,4255.0,4167.2,0.965
MAA-SIN,2025-01-05T00:00:00,43000,48497.0,43609.84,1.033
DEL-SIN,2025-04-08T00:00:00,42000,40177.0,41912.03,1.024
DEL-BKK,2025-02-23T00:00:00,26000,31343.0,26199.07,1.081
BOM-LHR,2025-01-14T00:00:00,80000,67551.0,78553.85,0.828
DEL-HYD,2025-01-13T00:00:00,4000,3927.0,3948.02,1.023
DEL-MAA,2025-04-02T00:00:00,4800,5341.0,4731.56,1.056
DEL-HYD,2025-02-23T00:00:00,4000,3879.0,3948.02,0.947
DEL-DXB,2025-04-08T00:00:00,23000,22868.0,22540.02,0.967
DEL-DXB,2025-02-02T00:00:00,23000,22021.0,22540.02,0.956
MAA-DEL,2025-03-29T00:00:00,4800,5035.0,4719.36,1.01
GOA-DEL,2025-02-20T00:00:00,5200,5751.0,5301.36,1.083
DEL-GOA,2025-02-27T00:00:00,5200,4449.0,5135.18,0.916
DEL-BOM,2025-02-04T00:00:00,4500,5863.0,4474.38,1.246
GOA-DEL,2025-02-02T00:00:00,5200,6307.0,5301.36,1.082
DEL-SFO,2025-03-30T00:00:00,155000,180198.0,153026.8,1.128
BOM-LHR,2025-02-02T00:00:00,80000,78834.0,78553.85,1.016
DEL-SIN,2025-02-26T00:00:00,42000,42550.0,41912.03,1.097
MAA-SIN,2025-03-11T00:00:00,43000,41579.0,43609.84,1.012
MAA-SIN,2025-01-25T00:00:00,43000,41858.0,43609.84,0.879
BOM-LHR,2025-01-28T00:00:00,80000,72577.0,78553.85,0.905
DEL-HYD,2025-02-04T00:00:00,4000,4166.0,3948.02,1.094
DEL-BKK,2025-01-10T00:00:00,26000,25580.0,26199.07,0.937
DEL-DXB,2025-03-07T00:00:00,23000,24228.0,22540.02,1.003
BLR-DEL,2025-01-09T00:00:00,4200,4537.0,4167.2,1.076
DEL-LHR,2025-02-12T00:00:00,78000,81455.0,78809.47,1.068
MAA-DEL,2025-03-10T00:00:00,4800,3922.0,4719.36,0.907
DEL-SIN,2025-03-09T00:00:00,42000,37603.0,41912.03,0.894
DEL-SIN,2025-03-16T00:00:00,42000,42682.0,41912.03,1.007
HYD-DEL,2025-04-01T00:00:00,4000,4856.0,3959.32,1.129
DEL-HYD,2025-02-17T00:00:00,4000,4485.0,3948.02,1.157
DEL-DXB,2025-02-18T00:00:00,23000,17413.0,22540.02,0.818
BOM-DXB,2025-02-22T00:00:00,23500,28342.0,23934.7,1.075
DEL-CDG,2025-03-19T00:00:00,82000,67789.0,81879.47,0.892
MAA-SIN,2025-02-16T00:00:00,43000,39530.0,43609.84,0.868
HYD-DEL,2025-03-26T00:00:00,4000,4823.0,3959.32,1.152
BOM-LHR,2025-03-14T00:00:00,80000,93894.0,78553.85,1.088
HYD-DEL,2025-02-20T00:00:00,4000,3430.0,3959.32,0.849
GOA-DEL,2025-02-04T00:00:00,5200,5056.0,5301.36,0.935
GOA-DEL,2025-01-18T00:00:00,5200,5311.0,5301.36,0.904
DEL-MAA,2025-02-24T00:00:00,4800,4126.0,4731.56,0.864
DEL-BOM,2025-03-06T00:00:00,4500,4588.0,4474.38,0.988
DEL-BLR,2025-03-17T00:00:00,4200,5241.0,4259.57,1.021
BOM-LHR,2025-02-27T00:00:00,80000,71838.0,78553.85,0.856
DEL-MAA,2025-02-14T00:00:00,4800,6973.0,4731.56,1.043
BOM-DEL,2025-04-06T00:00:00,4500,5119.0,4573.91,1.083
BLR-DEL,2025-03-18T00:00:00,4200,4777.0,4167.2,1.042
DEL-DXB,2025-02-12T00:00:00,23000,22758.0,22540.02,1.035
DEL-CDG,2025-02-05T00:00:00,82000,82694.0,81879.47,0.984
MAA-SIN,2025-01-02T00:00:00,43000,49241.0,43609.84,1.094
BOM-DXB,2025-03-22T00:00:00,23500,30056.0,23934.7,1.147
MAA-DEL,2025-04-06T00:00:00,4800,4922.0,4719.36,0.933
DEL-BLR,2025-03-03T00:00:00,4200,3972.0,4259.57,0.938
DEL-BKK,2025-04-07T00:00:00,26000,25010.0,26199.07,0.932
HYD-DEL,2025-03-14T00:00:00,4000,4349.0,3959.32,0.992
MAA-SIN,2025-03-31T00:00:00,43000,41449.0,43609.84,1.036
DEL-JFK,2025-03-20T00:00:00,150000,154623.0,148984.21,0.931
DEL-BOM,2025-03-20T00:00:00,4500,3981.0,4474.38,0.85
DEL-BLR,2025-02-06T00:00:00,4200,3494.0,4259.57,0.8
DEL-SFO,2025-03-17T00:00:00,155000,189074.0,153026.8,1.001
DEL-GOA,2025-03-04T00:00:00,5200,4855.0,5135.18,0.998
DEL-SFO,2025-02-23T00:00:00,155000,134477.0,153026.8,0.865
MAA-SIN,2025-02-14T00:00:00,43000,50714.0,43609.84,0.912
DEL-HYD,2025-03-19T00:00:00,4000,3648.0,3948.02,0.987
DEL-LHR,2025-03-13T00:00:00,78000,65353.0,78809.47,0.853
GOA-DEL,2025-02-08T00:00:00,5200,5166.0,5301.36,0.909
BLR-DEL,2025-04-02T00:00:00,4200,4177.0,4167.2,0.928
DEL-HYD,2025-01-20T00:00:00,4000,3792.0,3948.02,0.975
DEL-MAA,2025-02-26T00:00:00,4800,5248.0,4731.56,1.052
DEL-GOA,2025-03-17T00:00:00,5200,7547.0,5135.18,1.173
GOA-DEL,2025-03-02T00:00:00,5200,5031.0,5301.36,0.922
DEL-JFK,2025-01-08T00:00:00,150000,172287.0,148984.21,1.082
BOM-LHR,2025-01-03T00:00:00,80000,82608.0,78553.85,0.981
GOA-DEL,2025-01-29T00:00:00,5200,5593.0,5301.36,0.956
DEL-MAA,2025-01-13T00:00:00,4800,4331.0,4731.56,0.949
DEL-DXB,2025-04-09T00:00:00,23000,23771.0,22540.02,1.008
HYD-DEL,2025-01-26T00:00:00,4000,4352.0,3959.32,1.032
BOM-LHR,2025-02-09T00:00:00,80000,85587.0,78553.85,1.112
DEL-GOA,2025-01-17T00:00:00,5200,5322.0,5135.18,1.043
BLR-DEL,2025-01-15T00:00:00,4200,4144.0,4167.2,0.962
DEL-MAA,2025-01-18T00:00:00,4800,4819.0,4731.56,0.956
DEL-SFO,2025-01-11T00:00:00,155000,136579.0,153026.8,0.877
DEL-HYD,2025-03-11T00:00:00,4000,4056.0,3948.02,1.092
DEL-GOA,2025-01-05T00:00:00,5200,5779.0,5135.18,1.046
DEL-SFO,2025-01-19T00:00:00,155000,155670.0,153026.8,0.969
DEL-BLR,2025-03-31T00:00:00,4200,4044.0,4259.57,0.994
HYD-DEL,2025-02-18T00:00:00,4000,4106.0,3959.32,1.027
DEL-LHR,2025-01-20T00:00:00,78000,80148.0,78809.47,0.931
DEL-SFO,2025-01-18T00:00:00,155000,137150.0,153026.8,0.936
GOA-DEL,2025-02-23T00:00:00,5200,5136.0,5301.36,0.911
DEL-MAA,2025-04-09T00:00:00,4800,4960.0,4731.56,0.974
DEL-BKK,2025-03-18T00:00:00,26000,25215.0,26199.07,0.949
BOM-DXB,2025-01-26T00:00:00,23500,27988.0,23934.7,1.031
DEL-BLR,2025-01-12T00:00:00,4200,4412.0,4259.57,0.956
BOM-DEL,2025-04-07T00:00:00,4500,4850.0,4573.91,1.021
DEL-BOM,2025-03-26T00:00:00,4500,4822.0,4474.38,1.027
DEL-DXB,2025-03-08T00:00:00,23000,22661.0,22540.02,1.0
DEL-SIN,2025-04-02T00:00:00,42000,39744.0,41912.03,1.018
DEL-CDG,2025-02-14T00:00:00,82000,114318.0,81879.47,1.053
DEL-GOA,2025-04-01T00:00:00,5200,5474.0,5135.18,1.036
DEL-CDG,2025-02-22T00:00:00,82000,76532.0,81879.47,0.929
DEL-JFK,2025-03-17T00:00:00,150000,194166.0,148984.21,1.003
DEL-GOA,2025-03-31T00:00:00,5200,5565.0,5135.18,1.106
HYD-DEL,2025-02-21T00:00:00,4000,3867.0,3959.32,0.871
BLR-DEL,2025-03-01T00:00:00,4200,4629.0,4167.2,0.981
HYD-DEL,2025-04-06T00:00:00,4000,4310.0,3959.32,0.982
DEL-LHR,2025-03-17T00:00:00,78000,85621.0,78809.47,0.924
DEL-BOM,2025-02-27T00:00:00,4500,4922.0,4474.38,1.075
BOM-DEL,2025-02-05T00:00:00,4500,4400.0,4573.91,0.902
DEL-JFK,2025-03-21T00:00:00,150000,149719.0,148984.21,0.899
DEL-DXB,2025-02-09T00:00:00,23000,23662.0,22540.02,1.002
MAA-DEL,2025-01-16T00:00:00,4800,4229.0,4719.36,0.956
BOM-DXB,2025-02-18T00:00:00,23500,21869.0,23934.7,0.868
DEL-DXB,2025-01-16T00:00:00,23000,23567.0,22540.02,1.049
GOA-DEL,2025-03-10T00:00:00,5200,5559.0,5301.36,1.056
DEL-CDG,2025-02-16T00:00:00,82000,78746.0,81879.47,0.968
GOA-DEL,2025-03-03T00:00:00,5200,5401.0,5301.36,1.028
DEL-BKK,2025-02-16T00:00:00,26000,28300.0,26199.07,0.988
DEL-BKK,2025-01-04T00:00:00,26000,29048.0,26199.07,1.006
MAA-SIN,2025-03-09T00:00:00,43000,44015.0,43609.84,1.014
DEL-SFO,2025-03-25T00:00:00,155000,147695.0,153026.8,0.959
MAA-DEL,2025-01-22T00:00:00,4800,4217.0,4719.36,0.896
DEL-BLR,2025-01-23T00:00:00,4200,4271.0,4259.57,0.963
BOM-DEL,2025-02-26T00:00:00,4500,5579.0,4573.91,1.13
DEL-BKK,2025-03-19T00:00:00,26000,26019.0,26199.07,0.95
BOM-DXB,2025-01-13T00:00:00,23500,21499.0,23934.7,0.919
BOM-LHR,2025-03-24T00:00:00,80000,71544.0,78553.85,0.897
BOM-DEL,2025-02-10T00:00:00,4500,4953.0,4573.91,1.047
DEL-MAA,2025-02-01T00:00:00,4800,5197.0,4731.56,1.047
DEL-MAA,2025-03-15T00:00:00,4800,4615.0,4731.56,0.891
DEL-BOM,2025-01-18T00:00:00,4500,4368.0,4474.38,0.896
DEL-HYD,2025-01-12T00:00:00,4000,4458.0,3948.02,1.111
DEL-BKK,2025-01-28T00:00:00,26000,23226.0,26199.07,0.892
DEL-LHR,2025-04-07T00:00:00,78000,78487.0,78809.47,1.035
DEL-DXB,2025-01-12T00:00:00,23000,26197.0,22540.02,1.114
DEL-SFO,2025-02-19T00:00:00,155000,151973.0,153026.8,1.05
DEL-BLR,2025-04-04T00:00:00,4200,4360.0,4259.57,1.05
DEL-DXB,2025-01-09T00:00:00,23000,22239.0,22540.02,1.031
DEL-DXB,2025-03-12T00:00:00,23000,21445.0,22540.02,0.955
DEL-DXB,2025-04-03T00:00:00,23000,20286.0,22540.02,0.851
DEL-SFO,2025-01-15T00:00:00,155000,126864.0,153026.8,0.824
BOM-DXB,2025-01-09T00:00:00,23500,25690.0,23934.7,1.068
DEL-GOA,2025-04-07T00:00:00,5200,4254.0,5135.18,0.916
DEL-JFK,2025-01-28T00:00:00,150000,134625.0,148984.21,0.885
DEL-HYD,2025-04-07T00:00:00,4000,3893.0,3948.02,1.031
BLR-DEL,2025-02-23T00:00:00,4200,3777.0,4167.2,0.857
DEL-DXB,2025-04-10T00:00:00,23000,25784.0,22540.02,1.158
DEL-CDG,2025-01-19T00:00:00,82000,86939.0,81879.47,1.04
DEL-SFO,2025-04-08T00:00:00,155000,177822.0,153026.8,1.056
GOA-DEL,2025-03-31T00:00:00,5200,5441.0,5301.36,1.01
MAA-DEL,2025-03-22T00:00:00,4800,4955.0,4719.36,1.044
GOA-DEL,2025-01-04T00:00:00,5200,6321.0,5301.36,1.053
DEL-BKK,2025-01-13T00:00:00,26000,24562.0,26199.07,0.893
DEL-BKK,2025-04-06T00:00:00,26000,33063.0,26199.07,1.145
BOM-LHR,2025-03-07T00:00:00,80000,83875.0,78553.85,1.01
DEL-BKK,2025-03-02T00:00:00,26000,23563.0,26199.07,0.8
DEL-MAA,2025-03-29T00:00:00,4800,6143.0,4731.56,1.144
MAA-DEL,2025-03-01T00:00:00,4800,4085.0,4719.36,0.898
DEL-SIN,2025-02-11T00:00:00,42000,43448.0,41912.03,1.056
DEL-SIN,2025-01-20T00:00:00,42000,39968.0,41912.03,0.963
HYD-DEL,2025-01-02T00:00:00,4000,3809.0,3959.32,0.949
